Title,DOI,Points
"AI as Extraherics: Fostering Higher-order Thinking Skills in Human-AI
  Interaction",https://doi.org/10.48550/arxiv.2409.09218,0
Higher-order resonant electronic recombination as a manifestation of configuration interaction,https://doi.org/10.1088/0031-8949/2013/t156/014052,0
Adaptive Higher-Order Sliding Mode Control of Series-Compensated DFIG-Based Wind Farm for Sub-Synchronous Control Interaction Mitigation,https://doi.org/10.3390/en13205421,0
Visual impairment by surrounding noise is due to interactions among stimuli in the higher-order visual cortex,https://doi.org/10.1152/jn.00639.2013,0
Importance of third- and higher-order virtual nuclear excitation contributions to the nucleon-nucleus interaction,https://doi.org/10.1103/physrevc.33.1535,0
Higher order moments of net-charge and multiplicity distributions in p+p interactions at SPS energies from NA61/SHINE,https://doi.org/10.48550/arxiv.1610.03838,0
Market entry barriers and firm performance: higher-order quadratic interaction effects of capital requirements and firm competence,https://doi.org/10.1504/ijmabs.2018.090512,0
Higher-Order Network Interactions Through Phase Reduction for Oscillators with Phase-Dependent Amplitude,https://doi.org/10.1007/s00332-024-10053-3,0
Interaction of Higher Order Modes Cluster (HOMC) guided waves with notch-like defects in plates,https://doi.org/10.1063/1.4974583,0
Higher-order nonlinear effects on optical soliton propagation and their interactions,https://doi.org/10.1088/0256-307x/41/7/074204,0
Seeming time-reversal violation in higher-order weak interactions,https://doi.org/10.1139/p68-534,0
The temporal dynamics of group interactions in higher-order social networks,https://doi.org/10.48550/arxiv.2306.09967,0
Measurement of the interaction between a beam and a beam line higher-order mode absorber in a storage ring,https://doi.org/10.1109/pac.1995.505859,0
Higher Order Moments of Net-charge and Multiplicity Distributions in $p+p$ Interactions at SPS Energies from NA61/SHINE,https://doi.org/10.5506/aphyspolbsupp.10.657,0
Nonlinear Damping of Phonons Due to Higher-Order-Terms in Piezoelectric Phonon-Electron Interaction,https://doi.org/10.1143/jpsj.23.802,0
Photonic higher-order topological states induced by long-range interactions,https://doi.org/10.1117/12.2569326,0
"Higher-order effects in a unified model of strong, weak, and electromagnetic interactions",https://doi.org/10.1103/physrevd.11.911,0
"Multiwaves, homoclinic breathers, interaction solutions along with black-grey solitons for propagation in absence of self-phase modulation with higher order dispersions",https://doi.org/10.1142/s0219887823502031,0
"<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">Λ</mml:mi></mml:mrow><mml:mrow><mml:mi>b</mml:mi></mml:mrow></mml:msub><mml:mo stretchy=""false"">→</mml:mo><mml:mi>J</mml:mi><mml:mo stretchy=""false"">/</mml:mo><mml:mi>ψ</mml:mi><mml:mi>K</mml:mi><mml:mi mathvariant=""normal"">Ξ</mml:mi></mml:mrow></mml:math>decay and the higher order chiral terms of the meson baryon interaction",https://doi.org/10.1103/physrevd.92.076015,0
Higher-order genetic interaction discovery with network-based biological priors,https://doi.org/10.1093/bioinformatics/btad273,0
Evolutionary graph theory beyond pairwise interactions: higher-order network motifs shape times to fixation in structured populations,https://doi.org/10.1101/2021.06.26.450017,0
A hierarchical generalization of the acoustic reciprocity theorem involving higher-order derivatives and interaction quantities,https://doi.org/10.1121/1.4964846,0
A new fluid‐structure interaction analysis based on higher‐order boundary elements,https://doi.org/10.1002/fld.1650080207,0
Handling support cycles and collective interactions in the logical encoding of higher-order bipolar argumentation frameworks,https://doi.org/10.1093/logcom/exac095,0
Generation of higher-order sidebands based on the magnetostrictive interaction in a hybrid cavity electro–opto–magnomechanical system,https://doi.org/10.1364/josab.37.000218,0
Interaction of Tangent Conormal Waves for Higher-Order Nonlinear Strictly Hyperbolic Equations,,0
Higher order moments of net-charge and multiplicity distributions in p+p interactions at SPS energies from NA61/SHINE,,0
Multi-bunch dynamics in accelerating structures including interaction with higher order modes,https://doi.org/10.1109/pac.1993.309625,0
Higher-Order VLP-Based Protein Macromolecular Framework Structures Assembled via Coiled-Coil Interactions,https://doi.org/10.1021/acs.biomac.3c00410,0
"Nonlinear evolution of modulational instability under the interaction of Kerr nonlinearity with pure higher, even-order dispersion",https://doi.org/10.1364/oe.502693,0
Students’ thinking process in solving Higher-Order Thinking (HOT) problems through Aptitude Treatment Interaction (ATI) learning model,https://doi.org/10.1088/1742-6596/1882/1/012086,0
"Comprehensive Study on the Formation of Higher-Order Structure of &lt;i&gt;Bombyx mori&lt;/i&gt; Silkworm Fibers: Influence of Sericin Fractions, Modulation of Spinning Process, and Metal Ion Interactions",https://doi.org/10.2115/fiberst.2018-0015,0
Distinct interactions stabilize EGFR dimers and higher-order oligomers in cell membranes,https://doi.org/10.1101/2023.04.10.536273,0
Higher order spin interactions mediated by the substrate,https://doi.org/10.1103/physrevb.110.045414,0
Higher-order modeling of face-to-face interactions,https://doi.org/10.48550/arxiv.2406.05026,0
A bioinformatics protocol for the identification of spatial clusters and the calculation of higher order residue interactions in protein structures,https://doi.org/10.1038/nprot.2010.91,0
Nonlinear theory for beam-wave interactions of two electron beams with higher order TE20 mode in serpentine waveguide traveling wave amplifier,https://doi.org/10.1063/1.5030593,0
Higher-order explicit methods for laser-plasma interactions,https://doi.org/10.1109/ppc.2013.6627594,0
"Evidence of higher-order mechanisms than dipole-dipole interaction in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msup><mml:mrow><mml:mi mathvariant=""normal"">Tm</mml:mi></mml:mrow><mml:mrow><mml:mn>3</mml:mn><mml:mo>+</mml:mo></mml:mrow></mml:msup></mml:mrow><mml:mo>→</mml:mo><mml:mrow><mml:msup><mml:mrow><mml:mi mathvariant=""normal"">Tm</mml:mi></mml:mrow><mml:mrow><mml:mn>3</mml:mn><mml:mo>+</mml:mo></mml:mrow></mml:msup></mml:mrow></mml:math>energy …",https://doi.org/10.1103/physrevb.65.094204,0
Interaction of Higher-order Laser Modes with Underdense Plasmas,,0
Theoretical derivation of the higher order electron-nuclear interaction terms in the spin Hamiltonian for d<sup>3</sup>ions in cubic symmetry,https://doi.org/10.1088/0022-3719/4/11/013,0
Interactions between higher-order aberrations and sphero-cylinder refraction,,0
Interactions between higher-order aberrations and sphero-cylinder refraction,,0
Binary Darboux transformation and interactions of solitons for a higher-order matrix nonlinear Schrödinger equation,https://doi.org/10.1016/j.rinp.2023.106942,0
"Examining the effects of the 5E instructional model on college students’ higher-order thinking skills, peer interaction and learning achievement",https://doi.org/10.1109/eitt50754.2020.00040,0
H3Rec: Higher-Order Heterogeneous and Homogeneous Interaction Modeling for Group Recommendations of Web Services,https://doi.org/10.1109/tsc.2022.3180163,0
Higher-order Neural Additive Models: An Interpretable Machine Learning Model with Feature Interactions,https://doi.org/10.48550/arxiv.2209.15409,0
16.2: Stability and higher-order mode interaction of a sheet-beam coupled-cavity slow-wave structure,https://doi.org/10.1109/ivelec.2010.5503376,0
Implicit-explicit higher-order time integration schemes for computations of structural dynamics with fluid-structure interaction,,0
Interactions and Strings in Higher Order Anisotropic and Inhomogeneous Superspaces and Isospaces,https://doi.org/10.48550/arxiv.physics/9706038,0
Viscous-Inviscid Interaction with Higher-Order Viscous-Flow Equations,,0
Design and Simulation of High-Power Higher Order Mode 340-GHz Extended Interaction Klystron,https://doi.org/10.1109/ted.2023.3288504,0
Higher Order Difierential Operators with Finite Number of -¡Interactions in Multivariate Case,,0
Wave Interaction in a Beam-Plasma System in Presence of Dispersion and Higher Order Non-Linear Effects,https://doi.org/10.1088/0031-8949/17/6/007,0
The interaction of a beam with a beam line higher-order mode absorber,https://doi.org/10.1109/pac.1993.309680,0
[Regular Paper] An Intensive Search for Higher-Order Gene-Gene Interactions by Improving Deep Learning Model,https://doi.org/10.1109/bibe.2018.00027,0
Hyperedge prediction and the statistical mechanisms of higher-order and lower-order interactions in complex networks,https://doi.org/10.1073/pnas.2303887120,0
"Erratum: “Basis set dependence of higher-order correlation effects in π-type interactions” [J. Chem. Phys. 136, 014103 (2012)]",https://doi.org/10.1063/5.0021960,0
Higher-order modes of storage ring RF cavities and their interaction with the beam at the Advanced Photon Source (APS),https://doi.org/10.1109/pac.1997.753069,0
Application of a geometry-independent higher-order panel method to calculate the m_j terms in wave-current-body interaction problem,,0
Photonic Higher-Order Topological States Induced by Long Range Interactions,https://doi.org/10.48550/arxiv.1909.09199,0
Hole burning and higher-order photon effects in attosecond light-atom interaction,https://doi.org/10.1103/physreva.89.033414,0
Higher-order time-stepping schemes for fluid-structure interaction problems,,0
Coupled mode theory for neural networks: The processing capabilities of nonlinear mode-mode interactions at cubic and higher order,https://doi.org/10.1063/1.36264,0
"Quartet, higher order and near resonant interactions in nonlinear wave equations",https://doi.org/10.48550/arxiv.1903.06265,0
Interactions of fractional N-solitons with anomalous dispersions for the integrable combined fractional higher-order mKdV hierarchy,https://doi.org/10.48550/arxiv.2208.04497,0
Use of higher order spectrum in characterizing nonlinear interactions in human brain signals,https://doi.org/10.1145/2345396.2345556,0
Simulation of Thermo-fluid Interactions in Cryogenic Stage Turbine Startup System Using AUSM+-UP-based Higher-order Accurate Flow Solver,https://doi.org/10.14429/dsj.59.1515,0
Multisensory perceptual interactions between higher-order temporal frequency signals,https://doi.org/10.31234/osf.io/rtc56,0
Real-Time Diagrammatic Theory of Electron Waiting Time Distributions: Interaction Effects and Higher-Order Tunneling Processes,,0
"Higher-order corrections to the spin-orbit and spin-spin tensor interactions in <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msup><mml:mrow><mml:mi>HD</mml:mi></mml:mrow><mml:mo>+</mml:mo></mml:msup></mml:math>",https://doi.org/10.1103/physreva.106.042815,0
"Higher-order corrections to spin-spin scalar interactions in <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msup><mml:mrow><mml:mi>HD</mml:mi></mml:mrow><mml:mo>+</mml:mo></mml:msup></mml:math> and <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msubsup><mml:mi mathvariant=""normal"">H</mml:mi><mml:mn>2</mml:mn><mml:mo>+</mml:mo></mml:msubsup></mml:math>",https://doi.org/10.1103/physreva.102.052827,0
Higher‐order integrable models for oceanic internal wave–current interactions,https://doi.org/10.1111/sapm.12778,0
Tipping in Stuart-Landau oscillators induced by higher-order repulsive interactions,https://doi.org/10.1103/physreve.110.044211,0
Neural Temporal Point Process for Forecasting Higher Order and Directional Interactions,https://doi.org/10.48550/arxiv.2301.12210,0
The Effect of Higher-Order Mesonic Interactions on the Chiral Phase Transition and the Critical Temperature,https://doi.org/10.15407/ujpe58.10.0925,0
Abnormal higher-order network interactions in Parkinson’s disease visual hallucinations,https://doi.org/10.1101/2023.04.11.23288391,0
Generation of higher order nonclassical states via interaction of intense electromagnetic field with third order nonlinear medium,,0
Estimation of higher-order contributions to viscosity in thermal plasmas: Role of unlike interactions,https://doi.org/10.1063/1.3270473,0
BowSaw: inferring higher-order trait interactions associated with complex biological phenotypes,https://doi.org/10.1101/839357,0
Nanoantennas for surface enhanced infrared spectroscopy: Effects of interaction and higher order resonant excitations,https://doi.org/10.1478/c1v89s1p016,0
On distributed consensus control of higher-order systems with dynamically changing directed interaction topologies,https://doi.org/10.1109/chicc.2015.7260763,0
Magnetic soliton and breather interactions for the higher-order Heisenberg ferromagnetic equation via the iterative N-fold Darboux transformation,https://doi.org/10.1088/1402-4896/ad30eb,0
BowSaw: Inferring Higher-Order Trait Interactions Associated With Complex Biological Phenotypes,https://doi.org/10.3389/fmolb.2021.663532,0
Service Recommendation of Industrial Software Components Based on Explicit and Implicit Higher-Order Feature Interactions and Attentional Factorization Machines,https://doi.org/10.3390/app131910746,0
Rep2former: a classification model enhanced via reparameterization and higher-order spatial interactions,https://doi.org/10.1117/1.jei.32.5.053002,0
"So3krates -- Self-attention for higher-order geometric interactions on
  arbitrary length-scales",,0
ON HIGHER ORDER INTERACTIONS FOR SUPFBSTRIl'G'3,,0
Application of higher-order FV-WENO scheme to the interaction between shock wave and bubble,https://doi.org/10.1088/1742-6596/2701/1/012116,0
"Fully Coupled, Higher‐Order, Block‐Structured Mesh Generation in Fluid–Structure Interaction",https://doi.org/10.1002/fld.5355,0
EFFECT OF HIGHER ORDER ENERGY CORRECTIONS INCLUDING THREE-BODY INTERACTION ON THE BOSE-EINSTEIN CONDENSATE WITH THE VARIATION OF REPULSIVE SELF INTERACTION ENERGY,https://doi.org/10.1142/s0217979206034224,0
Viscous-Inviscid Interaction with Higher-Order Viscous-Flow Equations: Applications to Three-Dimensional Bodies.,,0
Bias-Variance Trade-Off in Hierarchical Probabilistic Models Using Higher-Order Feature Interactions,https://doi.org/10.48550/arxiv.1906.12063,0
Study of nonlinear interaction of plasma wave using higher order spectrum in whistler frequency range,https://doi.org/10.23919/ursiap-rasc.2019.8738704,0
A tool for analysing higher-order feature interactions in preprocessor annotations in C and C++ projects,https://doi.org/10.1145/3503229.3547027,0
Pangraphs as models of higher-order interactions,https://doi.org/10.48550/arxiv.2502.10141,0
Constructive Matrix Theory for Higher Order Interaction,https://doi.org/10.48550/arxiv.1712.05670,0
Multilevel irreversibility reveals higher-order organisation of non-equilibrium interactions in human brain dynamics,https://doi.org/10.1101/2024.05.02.592195,0
Higher-order and distributed synergistic functional interactions encode information gain in goal-directed learning,https://doi.org/10.1101/2024.09.23.614484,0
Kink soliton dynamics in one-dimensional Bose–Einstein condensate with higher-order nonlinear interactions,https://doi.org/10.1142/s0217979224501807,0
A Note on Lancaster's Definition of Higher-Order Interactions,https://doi.org/10.2307/2335375,0
Opinion Dynamics Incorporating Higher-Order Interactions,https://doi.org/10.48550/arxiv.2102.03569,0
Higher order interactions in Kuramoto oscillators with inertia,https://doi.org/10.48550/arxiv.2303.08885,0
Onset of synchronization in contrarians with higher-order interactions,https://doi.org/10.48550/arxiv.2310.06647,0
Revisiting thermal transport in CuInTe2: Role of temperature-dependent anharmonicity and higher-order phonon–phonon interactions,https://doi.org/10.1063/5.0216813,0
Collective dynamics of swarmalators with higher-order interactions,https://doi.org/10.48550/arxiv.2309.03343,0
Programming higher-order interactions of Rydberg atoms,https://doi.org/10.48550/arxiv.2407.02026,0
Programming higher-order interactions of Rydberg atoms,https://doi.org/10.1103/physreva.110.042612,0
Effects of higher order interaction in money supply of a country,,0
Surprising effects of cascading higher order interactions,https://doi.org/10.21203/rs.3.rs-1926117/v1,0
Surprising effects of cascading higher order interactions,https://doi.org/10.21203/rs.3.rs-1926117/v2,0
Near integrability of kink lattice with higher order interactions,https://doi.org/10.1088/1674-1137/41/11/113107,0
Multiple Beam Higher Order Mode W-Band Extended Interaction Oscillator With Improved Transmission Rate,https://doi.org/10.1109/ivec56627.2023.10157021,0
Combining associative classification with multifactor dimensionality reduction for predicting higher-order SNP interactions in case-control studies,https://doi.org/10.1504/ijcibsb.2020.10028688,0
Identifying Higher-Order Interactions in Wave Time-Series,https://doi.org/10.1115/omae2019-95378,0
Temporal properties of higher-order interactions in social networks,,0
Analysis of reflector antennas including higher-order interactions,https://doi.org/10.1109/rawcon.2000.881872,0
Bose-Einstein Condensates in Optical Lattices with Higher-Order Interactions,,0
MyD88 TIR domain higher-order assembly interactions revealed by microcrystal electron diffraction and serial femtosecond crystallography,https://doi.org/10.1107/s0108767321093879,0
Higher order genes interaction in DNA repair and cytokine genes polymorphism and risk to lung cancer in North Indians,https://doi.org/10.4103/jcrt.jcrt_51_20,0
Nonparametric Modeling of Higher-Order Interactions via Hypergraphons,,0
An optimized design method of composite right/left handed transmission lines considering higher-order mode interaction by genetic algorithm,https://doi.org/10.1109/iwem.2014.6963644,0
Identifying critical higher-order interactions in complex networks,https://doi.org/10.48550/arxiv.2105.02763,0
Identifying critical higher-order interactions in complex networks,,0
"Higher order interactions lead to ""reluctant"" synchrony breaking",https://doi.org/10.48550/arxiv.2311.17186,0
Perfect synchronization in complex networks with higher order interactions,https://doi.org/10.48550/arxiv.2303.09213,0
Designing Cluster Consensus on Higher-Order Interaction Networks,https://doi.org/10.1109/cdc49753.2023.10383505,0
Temporal higher-order interactions facilitate the evolution of cooperation,https://doi.org/10.48550/arxiv.2306.01300,0
Stochastic Kuramoto oscillators with inertia and higher-order interactions,https://doi.org/10.1103/physreve.111.l012202,0
Delay effect in coevolutionary balance as a higher order interaction,https://doi.org/10.1103/physreve.111.034304,0
Identification of missing higher-order interactions in complex networks,https://doi.org/10.1093/comnet/cnae031,0
Higher-order interactions lead to ‘reluctant’ synchrony breaking,https://doi.org/10.1098/rspa.2023.0945,0
Explosive death in coupled oscillators with higher-order interactions,https://doi.org/10.48550/arxiv.2306.04614,0
Higher-order interactions induce anomalous transitions to synchrony,https://doi.org/10.48550/arxiv.2309.09265,0
Linear Opinion Dynamics Model with Higher-Order Interactions,https://doi.org/10.48550/arxiv.2310.05689,0
Chimera States in Coupled Pendulum with Higher-Order Interaction,https://doi.org/10.2139/ssrn.4335642,0
Reconstructing higher-order interactions in coupled dynamical systems,https://doi.org/10.48550/arxiv.2305.06609,0
Exploring Growing Complex Systems with Higher-Order Interactions,https://doi.org/10.48550/arxiv.2410.06279,0
Nonparametric inference of higher order interaction patterns in networks,https://doi.org/10.48550/arxiv.2403.15635,0
"Stochastic Kuramoto oscillators with inertia and higher-order
  interactions",https://doi.org/10.48550/arxiv.2407.14874,0
Higher-order interactions in random Lotka-Volterra communities,https://doi.org/10.48550/arxiv.2409.10990,0
Ground states of Bose-Einstein condensates with higher order interaction,,0
Desynchrony induced by higher-order interactions in triplex metapopulations,https://doi.org/10.48550/arxiv.2310.11854,0
Higher-order interaction model from geometric measurements,https://doi.org/10.48550/arxiv.2211.13001,0
Higher-Order Interactions in Quantum Optomechanics: Application of Operator Method,,0
Constructing Dynamical Systems to Model Higher Order Ising Spin Interactions and their Application in Solving Combinatorial Optimization Problems,https://doi.org/10.48550/arxiv.2211.05365,0
Higher-Order Approximations for Stabilizing Zero-Energy Modes in Peridynamics Crystal Plasticity Models with Large Horizon Interactions,https://doi.org/10.2514/6.2022-0073,0
On the Persistence of Higher-Order Interactions in Real-World Hypergraphs,https://doi.org/10.48550/arxiv.2201.00972,0
Extension of Lieb-Schupp theorem to Heisenberg models with higher-order interactions,https://doi.org/10.1103/physrevb.94.144401,0
"Explaining Local, Global, And Higher-Order Interactions In Deep Learning",https://doi.org/10.48550/arxiv.2006.08601,0
Learning Connectivity and Higher-order Interactions in Radial Distribution Grids,https://doi.org/10.48550/arxiv.1911.03072,0
Effect of higher-order interactions in a hybrid Electro-Optomechanical System,https://doi.org/10.48550/arxiv.1911.09940,0
Multi-group SIS Epidemics with Simplicial and Higher-Order Interactions,https://doi.org/10.48550/arxiv.2005.11404,0
The log-Sobolev inequality for spin systems of higher order interactions,https://doi.org/10.48550/arxiv.1906.11980,0
A Systematic Procedure for Achieving Higher-Order Spatial Accuracy in Ghost Fluid and Other Embedded Boundary Methods for Fluid-Structure Interaction Problems,https://doi.org/10.2514/6.2011-3389,0
Detecting informative higher-order interactions in statistically validated hypergraphs,https://doi.org/10.48550/arxiv.2103.16484,0
A Semi-Classical Treatment of the Coupled Channel Equation with Non-Local Interaction. IV: Higher Order Corrections to the Equivalent Local Potentials,https://doi.org/10.1143/ptp.73.516,0
Landau-Lifshitz-Bloch equation for ferrimagnets with higher-order interaction,,0
Detecting informative higher-order interactions in statistically validated hypergraphs,,0
Landau-Lifshitz-Bloch equation for ferrimagnets with higher-order interaction,https://doi.org/10.1103/physrevb.104.144303,0
Heteroclinic Dynamics in Network Dynamical Systems with Higher-Order Interactions,https://doi.org/10.48550/arxiv.2309.02006,0
The log-Sobolev inequality for spin systems with higher order interactions,https://doi.org/10.1063/5.0176456,0
Synchronization stability of epileptic brain network with higher-order interactions,https://doi.org/10.1063/5.0226291,0
Self-similar scaling of higher order interactions in complex networks,https://doi.org/10.1209/0295-5075/adab16,0
"Transitions to synchronization in adaptive multilayer networks with
  higher-order interactions",https://doi.org/10.48550/arxiv.2501.12301,0
The impact of structured higher-order interactions on ecological network stability,https://doi.org/10.1007/s12080-025-00603-0,0
Higher-order interactions induce stepwise explosive phase transitions,https://doi.org/10.1103/physreve.111.024303,0
Hyperedge overlap drives synchronizability of systems with higher-order interactions,https://doi.org/10.1103/physreve.111.034302,0
"Bifurcations in the Kuramoto model with external forcing and
  higher-order interactions",https://doi.org/10.48550/arxiv.2409.08736,0
"Network Representation of Higher-Order Interactions Based on Information
  Dynamics",https://doi.org/10.48550/arxiv.2408.15617,0
Higher-order interaction induced chimeralike state in a bipartite network,https://doi.org/10.1103/physreve.110.034205,0
"Hamiltonian control to desynchronize Kuramoto oscillators with
  higher-order interactions",https://doi.org/10.48550/arxiv.2409.13578,0
Effects of higher-order interactions and impulsive vaccination for rumor propagation,https://doi.org/10.1063/5.0241100,0
Bifurcations in the Kuramoto model with external forcing and higher-order interactions,https://doi.org/10.1063/5.0239011,0
Experimental Evidence for Nature's Hidden Network of Higher-Order Interactions,https://doi.org/10.2139/ssrn.4162084,0
Experimental evidence for nature's hidden network of higher-order interactions,https://doi.org/10.22541/au.165589925.53901176/v1,0
Experimental evidence for nature's hidden network of higher-order interactions,https://doi.org/10.22541/au.165589925.53901176/v2,0
Experimental evidence for nature's hidden network of higher-order interactions,https://doi.org/10.22541/au.165589925.53901176/v3,0
"Higher-order corrections to spin-orbit and spin-spin tensor interactions in hydrogen molecular ions: Theory and application to <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msubsup><mml:mrow><mml:mi mathvariant=""normal"">H</mml:mi></mml:mrow><mml:mn>2</mml:mn><mml:mo>+</mml:mo></mml:msubsup></mml:math>",https://doi.org/10.1103/physreva.106.022816,0
Ultrasonic Investigation of Magnetic Ordering with Higher-Order Interactions in the Cage-Structured Compound U3Pd20Si6,https://doi.org/10.1088/1742-6596/592/1/012095,0
Log-Sobolev Inequalities for Infinite dimensional Gibbs measures of higher order Interactions,,0
"Anharmonic effects and second-neighbor interactions of local modes in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msup><mml:mrow><mml:mi mathvariant=""normal"">Cr</mml:mi></mml:mrow><mml:mrow><mml:mn>4</mml:mn><mml:mo>+</mml:mo></mml:mrow></mml:msup></mml:mrow></mml:math>-doped forsterite probed by higher-order resonance Raman scattering",https://doi.org/10.1103/physrevb.52.15253,0
"Exact solutions of the Kuramoto model with asymmetric higher order
  interactions of arbitrary order",https://doi.org/10.48550/arxiv.2501.05670,0
"Finite-size effect in Kuramoto phase oscillators with higher-order
  interactions",https://doi.org/10.48550/arxiv.2405.16049,0
Assessing the Limitations of Relief-Based Algorithms in Detecting Higher-Order Interactions,https://doi.org/10.21203/rs.3.rs-4870116/v1,0
Explosive transition in adaptive Stuart-Landau oscillators with higher-order interactions,https://doi.org/10.1103/physreve.111.014302,0
Modification speed alters stability of ecological higher-order interaction networks,https://doi.org/10.1103/physreve.111.014309,0
"The recurrence of groups inhibits the information spreading under
  higher-order interactions",https://doi.org/10.48550/arxiv.2502.09348,0
"Modification speed alters stability of ecological higher-order
  interaction networks",https://doi.org/10.48550/arxiv.2408.14209,0
Higher-Order Interactions and Zero-Determinant Strategies in the Public Goods Game.,https://doi.org/10.1088/1367-2630/ad7491,0
"How Combined Pairwise and Higher-Order Interactions Shape Transient
  Dynamics",https://doi.org/10.48550/arxiv.2409.09521,0
Higher-order interactions in functional brain networks in major depressive disorder,https://doi.org/10.1109/dcna59899.2023.10290352,0
Prolonged hysteresis in Kuramoto oscillators with inertia having higher-order interactions,https://doi.org/10.48550/arxiv.2303.08363,0
"Transition to synchronization in adaptive Sakaguchi-Kuramoto model with
  higher-order interactions",https://doi.org/10.48550/arxiv.2406.04701,0
Epidemic spreading on community networks with heterogeneity considering higher-order interactions,https://doi.org/10.1142/s0129183124501870,0
Opinion consensus incorporating higher-order interactions in individual-collective networks,https://doi.org/10.1088/1674-1056/ad3b84,0
Chimera-inspired dynamics: When higher-order interactions are expressed differently,https://doi.org/10.1103/physreve.110.044204,0
Cluster States and $π$-Transition in the Kuramoto Model with Higher Order Interactions,https://doi.org/10.48550/arxiv.2308.05406,0
A natural history of networks: Modelling higher-order interactions in geohistorical data,https://doi.org/10.5194/egusphere-egu23-6870,0
Solitary death in coupled limit-cycle oscillators with higher-order interactions,https://doi.org/10.48550/arxiv.2308.03323,0
Multistability in coupled oscillator systems with higher-order interactions and community structure,https://doi.org/10.48550/arxiv.2207.00070,0
Higher-order interactions in molecular collisions studied by a novel laser spectroscopic method,,0
Resonance Induced by Heterogeneous Higher-Order Interaction in Linearly Coupled Systems,https://doi.org/10.2139/ssrn.4119224,0
Exploring trapping problem on simplicial networks encoding higher-order interactions,https://doi.org/10.1142/s0217984922500191,0
Additive Poisson Process: Learning Intensity of Higher-Order Interaction in Stochastic Processes,https://doi.org/10.48550/arxiv.2006.08982,0
Hither-CMI: Prediction of circRNA-miRNA Interactions Based on a Hybrid Multimodal Network and Higher-Order Neighborhood Information via a Graph Convolutional Network,https://doi.org/10.1021/acs.jcim.4c01991,0
"Theory of Higher-Order Weak Interactions and<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>CP</mml:mi></mml:math>-Invariance Violation. I. Leptonic Processes",https://doi.org/10.1103/physrevd.6.581,0
"Explosive neural networks via higher-order interactions in curved
  statistical manifolds",https://doi.org/10.48550/arxiv.2408.02326,0
"Higher-order Interaction Matters: Dynamic Hypergraph Neural Networks for
  Epidemic Modeling",https://doi.org/10.48550/arxiv.2503.20114,0
An opinion evolution model for online social networks considering higher-order interactions,https://doi.org/10.1371/journal.pone.0321718,0
Modelling network motifs as higher order interactions: a statistical inference based approach,https://doi.org/10.3389/fphy.2024.1429731,0
Modelling network motifs as higher order interactions: a statistical inference based approach,https://doi.org/10.3389/fphy.2024.1429731,0
Higher order interactions destroy phase transitions in Deffuant opinion dynamics model,https://doi.org/10.48550/arxiv.2111.12165,0
"Beyond Pairwise Interactions: Unveiling the Role of Higher-Order
  Interactions via Stepwise Reduction",https://doi.org/10.48550/arxiv.2411.05685,0
Simplex Bounded Confidence Model for Opinion Fusion and Evolution in Higher-Order Interaction,https://doi.org/10.2139/ssrn.4469571,0
Deeper but smaller: Higher-order interactions increase linear stability but shrink basins,https://doi.org/10.48550/arxiv.2309.16581,0
"Higher-order topological superconductivity in monolayer <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msub><mml:mi>WTe</mml:mi><mml:mn>2</mml:mn></mml:msub></mml:math> from repulsive interactions",https://doi.org/10.1103/physrevb.108.014509,0
Universal bifurcations to explosive synchronization for networks of coupled oscillators with higher-order interactions,https://doi.org/10.48550/arxiv.2310.15551,0
Higher-order interaction-induced effects between strong dispersion-managed solitons with dissimilar powers,https://doi.org/10.1364/josab.34.002667,0
Impact of phase lag on synchronization in frustrated Kuramoto model with higher-order interactions,https://doi.org/10.48550/arxiv.2305.01706,0
Connecting higher order interactions with ecological stability in experimental aquatic food webs,https://doi.org/10.1101/2023.05.04.539390,0
Nano-scale collinear multi-Q states driven by higher-order interactions,https://doi.org/10.48550/arxiv.2204.01358,0
Controlling species densities in structurally perturbed intransitive cycles with higher-order interactions,https://doi.org/10.48550/arxiv.2208.10108,0
"Higher-Order DNA Secondary Structures and their Transformations: The Hidden Complexities of Tetrad and Quadruplex DNA Structures, Complexes, and Modulatory Interactions Induced by Strand Invasion Events",https://doi.org/10.20944/preprints202411.0880.v1,0
Tests on a Subset of Regression Parameters for Factorial Experimental Data with Uncertain Higher Order Interactions,https://doi.org/10.2991/jsta.d.190514.001,0
Higher-order interactions in macroscopic functional networks of the brain and its relation to BOLD global signal,https://doi.org/10.3389/conf.fnins.2015.91.00028,0
Dynamically Modelling Heterogeneous Higher-Order Interactions for Malicious Behavior Detection in Event Logs.,,0
