Title,Abstract,DOI,Score
Familial Chronic Myeloproliferative Disorders: Clinical Phenotype and Evidence of Disease Anticipation,"Chronic myeloproliferative disorders (CMDs) have sporadic occurrence. However, familial clustering is reported. The purpose of this study was to assess the prevalence and the clinical phenotype of familial CMDs, and to study the anticipation of disease onset in successive generations.Among 458 patients with apparently sporadic CMDs, an interview-based investigation of family history was performed to identify familial cases. The clinical phenotype of familial CMDs was compared with that of sporadic CMDs. Anticipation was studied evaluating age at diagnosis and telomere length in successive generations.Among 458 patients with apparently sporadic CMDs, the prevalence of familial cases was 7.6% (35 pedigrees; 75 patients). Kolmogorov-Smirnov and two-tailed Fisher's exact tests did not demonstrate significant differences in clinical presentation between patients with familial and sporadic CMDs. Within 544 person-years of follow-up, patients with familial CMDs developed similar complications and disease evolutions as those with sporadic CMDs. The comparison of second-generation and first-generation patients showed a significantly younger age at diagnosis (Wilcoxon matched-pair test, P = .001) and a significantly higher age-dependent hazard of CMD onset (Nelson-Aalen method, P < .001) in patients of the second generation. A significant shortening of telomere length was highlighted in offspring compared with parent (P = .043).This study indicates that a thorough investigation of family history should be part of the initial work-up of patients with CMDs. Patients with familial CMDs show the same clinical features and suffer the same complications as patients with sporadic disease. Age distribution between parent and offspring and telomere length shortening provide evidence of disease anticipation.",https://doi.org/10.1200/jco.2007.12.6896,0
Mapping quantitative trait loci using four-way crosses,"Summary In plant species, typical gene mapping strategies use populations initiated from crosses between two inbred lines. However, schemes including more than two parents could be used. In this paper, a new approach is introduced which uses a four-way cross population derived from four inbred lines. The four-way cross design for mapping quantitative trait loci (QTLs) provides tests for QTL segregation in four lines simultaneously in one experiment. Therefore, it is a more economical strategy than oneusing line crosses between only two lines. The new strategy also increases the probability of detecting QTLs if they segregate in one line cross but not in the other. A multiple linear regression analysis is used for QTL detection. It is proven that the expected residual variance from the regression analysis differs from the pure environmental variance. Correction for the bias is proposed and verified by computer simulations.",https://doi.org/10.1017/s0016672300034066,0
Autistic traits in obsessive-compulsive disorder,"AbstractIn contrast to other non-psychotic psychiatric populations, subjects with obsessive-compulsive disorder (OCD) are more prone to have personality disorder from cluster A (the odd and eccentric cluster). The present study aims at further investigating the relationship between these and other personality traits in OCD subjects and their relation to high functioning autism (HFA) and Asperger disorder. Sixty-four subjects with OCD were included. Personality traits were assessed with the Karolinska Scales of Personality (KSP), and personality disorders with DSM-adapted questionnaires. In addition, autistic traits were assessed in 29 videotaped subjects, by 3 independent raters. Twenty percent of the subjects with OCD were identified as also having autistic traits. These subjects scored higher on KSP scales measuring muscular tension, psychasthenia, and inhibition of aggression and lower on socialization as compared with OCD subjects without autistic traits. Additionally, subjects with autistic traits fulfilled criteria for anxious personality disorders and paranoid personality disorders significantly more often than subjects without autistic traits. We propose that OCD is often related to HFA and Asperger disorder. Self-report questionnaires may be useful in establishing the diagnosis. However, those with the most obvious autistic features seem to be less able to identify these traits in themselves.KeywordsAutistic Disorder Empathy Obsessive-COMPULSIVE Disorder Personality Personality Disorder",https://doi.org/10.1080/08039480152036047,0
Molecular Phenotyping of Retinal Ganglion Cells,"Classifying all of the ganglion cells in the mammalian retina has long been a goal of anatomists, physiologists, and cell biologists. The rabbit retinal ganglion cell layer was phenotyped using intrinsic small molecule signals (aspartate, glutamate, glycine, glutamine, GABA, and taurine) and glutamate receptor-gated 1-amino-4-guanidobutane excitation signals as the clustering dimensions for formal classification. Intrinsic signals alone yielded 7 ganglion cell superclasses and 1 amacrine cell superclass; the addition of excitation signals ultimately resolved 14 natural ganglion cell classes and 3 amacrine cell classes. Ganglion cells comprise two-thirds to three-quarters of the cells in the ganglion cell layer and exhibited distinct metabolic, coupling, and excitation phenotypes, as well as characteristic sizes, population fractions, and patterns. Metabolic signatures (mixtures of glutamate, aspartate, glutamine, and GABA) chemically discriminated ganglion from amacrine cells. Coupling signatures reflected heterologous coupling states across ganglion cells: (1) uncoupled, (2) coupled to GABAergic amacrine cells, and (3) coupled to glycinergic amacrine cells. Excitation signatures reflected differential channel permeation rates across classes after AMPA activation. Extraction of unique size and patterning features from the data sets further validated the robustness of the classification. Because the classifications were explicitly blinded to structure, this is strong evidence that molecular phenotype classes are natural classes. Correspondences of molecular phenotype classes to functional classes were inferred from size, coupling, encounter, and physiological attributes. Ganglion cell classes display markedly different ionotropic drives, which may partly explain the physiological brisk–sluggish spectrum of ganglion cell spiking patterns.",https://doi.org/10.1523/jneurosci.22-02-00413.2002,0
"Multipotential Nestin-Positive Stem Cells Isolated From Adult Pancreatic Islets Differentiate Ex Vivo Into Pancreatic Endocrine, Exocrine, and Hepatic Phenotypes","The endocrine cells of the rat pancreatic islets of Langerhans, including insulin-producing beta-cells, turn over every 40-50 days by processes of apoptosis and the proliferation and differentiation of new islet cells (neogenesis) from progenitor epithelial cells located in the pancreatic ducts. However, the administration to rats of islet trophic factors such as glucose or glucagon-like peptide 1 for 48 h results in a doubling of islet cell mass, suggesting that islet progenitor cells may reside within the islets themselves. Here we show that rat and human pancreatic islets contain a heretofore unrecognized distinct population of cells that express the neural stem cell-specific marker nestin. Nestin-positive cells within pancreatic islets express neither the hormones insulin, glucagon, somatostatin, or pancreatic polypeptide nor the markers of vascular endothelium or neurons, such as collagen IV and galanin. Focal regions of nestin-positive cells are also identified in large, small, and centrolobular ducts of the rat pancreas. Nestin-positive cells in the islets and in pancreatic ducts are distinct from ductal epithelium because they do not express the ductal marker cytokeratin 19 (CK19). After their isolation, these nestin-positive cells have an unusually extended proliferative capacity when cultured in vitro (approximately 8 months), can be cloned repeatedly, and appear to be multipotential. Upon confluence, they are able to differentiate into cells that express liver and exocrine pancreas markers, such as alpha-fetoprotein and pancreatic amylase, and display a ductal/endocrine phenotype with expression of CK19, neural-specific cell adhesion molecule, insulin, glucagon, and the pancreas/duodenum specific homeodomain transcription factor, IDX-1. We propose that these nestin-positive islet-derived progenitor (NIP) cells are a distinct population of cells that reside within pancreatic islets and may participate in the neogenesis of islet endocrine cells. The NIP cells that also reside in the pancreatic ducts may be contributors to the established location of islet progenitor cells. The identification of NIP cells within the pancreatic islets themselves suggest possibilities for treatment of diabetes, whereby NIP cells isolated from pancreas biopsies could be expanded ex vivo and transplanted into the donor/recipient.",https://doi.org/10.2337/diabetes.50.3.521,0
Divergent phenotypes in Gaucher disease implicate the role of modifiers,"Gaucher disease is classified into neuronopathic and non-neuronopathic forms with wide phenotypic variation among patients sharing the same genotype. While homozygosity for the common L444P allele usually correlates with the neuronopathic forms, how a defined genotype leads to a phenotype remains unknown.The genetic and epigenetic factors causing phenotypic differences were approached by a clinical association study in 32 children homozygous for the point mutation L444P. Direct sequencing and Southern blots were utilised to establish the genotype and exclude recombinant alleles. Glucocerebrosidase activity was measured in lymphoblast and fibroblast cell lines.Residual enzyme activity was highly variable and did not correlate with the observed clinical course. There was also a wide spectrum of phenotypes. Average age at diagnosis was 15 months, and slowed saccadic eye movements were the most prevalent finding. The most severe systemic complications and highest mortality occurred in splenectomised patients before the advent of enzyme replacement therapy (ERT). On ERT, as morbidity and mortality decreased, developmental and language deficits emerged as a major issue. Some trends related to ethnic background were observed.The wide clinical spectrum observed in the L444P homozygotes implicates the contribution of genetic modifiers in defining the phenotype in Gaucher disease.",https://doi.org/10.1136/jmg.2004.028019,0
Phytoplankton defence mechanisms: traits and trade‐offs,"In aquatic ecosystems, unicellular algae form the basis of the food webs. Theoretical and experimental studies have demonstrated that one of the mechanisms that maintain high diversity of phytoplankton is through predation and the consequent evolution of defence mechanisms. Proposed defence mechanisms in phytoplankton are diverse and include physiological (e.g. toxicity, bioluminescence), morphological (e.g. silica shell, colony formation), and behavioural (e.g. escape response) traits. However, the function of many of the proposed defence mechanisms remains elusive, and the costs and benefits (trade-offs) are often unquantified or undocumented. Here, we provide an overview of suggested phytoplankton defensive traits and review their experimental support. Wherever possible we quantify the trade-offs from experimental evidence and theoretical considerations. In many instances, experimental evidence suggests that defences are costless. However, we argue that (i) some costs materialize only under natural conditions, for example, sinking losses, or dependency on the availability of specific nutrients, and (ii) other costs become evident only under resource-deficient conditions where a rivalry for limiting resources between growth and defence occurs. Based on these findings, we suggest two strategies for quantifying the costs of defence mechanisms in phytoplankton: (i) for the evaluation of defence costs that are realized under natural conditions, a mechanistic understanding of the hypothesized component processes is required; and (ii) the magnitude of the costs (i.e. growth reduction) must be assessed under conditions of resource limitation.",https://doi.org/10.1111/brv.12395,0
THE EVOLUTIONARILY STABLE PHENOTYPE DISTRIBUTION IN A RANDOM ENVIRONMENT,"In an unpredictably changing environment, phenotypic variability may evolve as a ""bet‐hedging"" strategy. We examine here two models for evolutionarily stable phenotype distributions resulting from stabilizing selection with a randomly fluctuating optimum. Both models include overlapping generations, either survival of adults or a dormant propagule pool. In the first model (mixed‐strategies model) we assume that individuals can produce offspring with a distribution of phenotypes, in which case, the evolutionarily stable population always consists of a single genotype. We show that there is a unique evolutionarily stable strategy (ESS) distribution that does not depend on the amount of generational overlap, and that the ESS distribution generically is discrete rather than continuous; that is, there are distinct classes of offspring rather than a continuous distribution of offspring phenotypes. If the probability of extreme fluctuations in the optimum is sufficiently small, then the ESS distribution is monomorphic: a single type fitted to the mean environment. At higher levels of variability, the ESS distribution is polymorphic, and we find stability conditions for dimorphic distributions. For an exponential or similarly broad‐tailed distribution of the optimum phenotype, the ESS consists of an infinite number of distinct phenotypes. In the second model we assume that an individual produces offspring with a single, genetically determined phenotype (pure‐strategies model). The ESS population then contains multiple genotypes when the environmental variance is sufficiently high. However the phenotype distributions are similar to those in the mixed‐strategies model: discrete, with an increasing number of distinct phenotypes as the environmental variance increases.",https://doi.org/10.1111/j.1558-5646.1995.tb02246.x,0
The mouse homeodomain protein Phox2 regulates <i>Ncam</i> promoter activity in concert with Cux/CDP and is a putative determinant of neurotransmitter phenotype,"ABSTRACT Transcriptional regulation of the gene encoding the cell adhesion receptor NCAM (neural cell adhesion molecule), a putative effector molecule of a variety of morphogenetic events, is likely to involve important regulators of morphogenesis. Here we identify two mouse homeodomain proteins that bind to an upstream regulatory element in the Ncam promoter: Cux, related to Drosophila cut and human CDP, and Phox2, a novel protein with a homeodomain related to that of the Drosophila paired gene. In transient transfection experiments, Cux was found to be a strong inhibitor of Ncam promoter activity, and this inhibition could be relieved by simultaneously overexpressing Phox2. These results suggest that the Ncam gene might be a direct target of homeodomain proteins and provide a striking example of regulatory cross-talk between homeodomain proteins of different classes. Whereas the expression pattern of Cux/CDP includes many NCAM-negative sites, Phox2 expression was restricted to cells also expressing Ncam or their progenitors. The localisation data thus strongly reinforce the notion that Phox2 plays a role in transcriptional activation of Ncam in Phox2-positive cell types. In the peripheral nervous system, Phox2 was strongly expressed in all ganglia of the autonomic nervous system and more weakly in some cranial sensory ganglia, but not in the sensory ganglia of the trunk. Phox2 transcripts were detected in the primordia of sympathetic ganglia as soon as they form. Phox2 expression in the brain was confined to spatially restricted domains in the hindbrain, which correspond to the noradrenergic and adrenergic nuclei once they are identifiable. All Phox2-expressing components of the peripheral nervous system are at least transiently adrenergic or noradrenergic. In the developing brain, Phox2 was expressed at all known locations of (nor)adrenergic neurones and of their precursors. These results suggest that Phox2, in addition to regulating the NCAM gene, may be part of the regulatory cascade that controls the differentiation of neurons towards this neurotransmitter phenotype.",https://doi.org/10.1242/dev.119.3.881,0
Specification of a Dopaminergic Phenotype from Adult Human Mesenchymal Stem Cells,"Dopamine (DA) neurons derived from stem cells are a valuable source for cell replacement therapy in Parkinson disease, to study the molecular mechanisms of DA neuron development, and for screening pharmaceutical compounds that target DA disorders. Compared with other stem cells, MSCs derived from the adult human bone marrow (BM) have significant advantages and greater potential for immediate clinical application. We report the identification of in vitro conditions for inducing adult human MSCs into DA cells. Using a cocktail that includes sonic hedgehog and fibroblast growth factors, human BM-derived MSCs were induced in vitro to become DA cells in 12 days. Based on tyrosine hydroxylase (TH) expression, the efficiency of induction was determined to be approximately 67%. The cells develop a neuronal morphology expressing the neuronal markers NeuN and beta III tubulin, but not glial markers, glial fibrillary acidic protein and Olig2. As the cells acquire a postmitotic neuronal fate, they downregulate cell cycle activator proteins cyclin B, cyclin-dependent kinase 2, and proliferating cell nuclear antigen. Molecular characterization revealed the expression of DA-specific genes such as TH, Pitx3, Nurr1, DA transporter, and vesicular monoamine transporter 2. The induced MSCs also synthesize and secrete DA in a depolarization-independent manner. The latter observation is consistent with the low expression of voltage gated Na(+) and Ca(2+) channels in the induced MSCs and suggests that the cells are at an immature stage of development likely representing DA neuronal progenitors. Taken together, the results demonstrate the ability of adult human BM-derived MSCs to form DA cells in vitro.",https://doi.org/10.1634/stemcells.2007-0212,0
Quantifying the effects of temperature on mosquito and parasite traits that determine the transmission potential of human malaria,"Malaria transmission is known to be strongly impacted by temperature. The current understanding of how temperature affects mosquito and parasite life history traits derives from a limited number of empirical studies. These studies, some dating back to the early part of last century, are often poorly controlled, have limited replication, explore a narrow range of temperatures, and use a mixture of parasite and mosquito species. Here, we use a single pairing of the Asian mosquito vector, An. stephensi and the human malaria parasite, P. falciparum to conduct a comprehensive evaluation of the thermal performance curves of a range of mosquito and parasite traits relevant to transmission. We show that biting rate, adult mortality rate, parasite development rate, and vector competence are temperature sensitive. Importantly, we find qualitative and quantitative differences to the assumed temperature-dependent relationships. To explore the overall implications of temperature for transmission, we first use a standard model of relative vectorial capacity. This approach suggests a temperature optimum for transmission of 29°C, with minimum and maximum temperatures of 12°C and 38°C, respectively. However, the robustness of the vectorial capacity approach is challenged by the fact that the empirical data violate several of the model's simplifying assumptions. Accordingly, we present an alternative model of relative force of infection that better captures the observed biology of the vector–parasite interaction. This model suggests a temperature optimum for transmission of 26°C, with a minimum and maximum of 17°C and 35°C, respectively. The differences between the models lead to potentially divergent predictions for the potential impacts of current and future climate change on malaria transmission. The study provides a framework for more detailed, system-specific studies that are essential to develop an improved understanding on the effects of temperature on malaria transmission.",https://doi.org/10.1371/journal.pbio.2003489,0
A comparison of self-esteem lability and low trait self-esteem as vulnerability factors for depression.,"Self-esteem lability (SEL), defined as daily event-related variability in state self-esteem, and low trait self-esteem (TSE) were assessed among 205 male and female undergraduates who were currently depressed (CD), previously depressed (PD), and never depressed (ND). SEL scores were derived for the effect of positive, negative, and combined events on state self-esteem over 30 days. Consistent with psychodynamic and cognitive theories, SEL was found to be a better index of depression proneness than TSE. PD Ss showed higher lability on all SEL scores than ND controls but did not differ from controls on TSE. Ss were reassessed 5 months later, and new cases showed higher premorbid SEL than ND controls but did not differ from controls on premorbid TSE. SEL at Time 1 was found to increase risk for depression at Time 2 among Ss reporting high life stress at Time 2. Theoretical and methodological implications are discussed.",https://doi.org/10.1037//0022-3514.66.1.166,0
"Mutant p53 DNA clones from human colon carcinomas cooperate with ras in transforming primary rat cells: a comparison of the ""hot spot"" mutant phenotypes.","The majority of the p53 genes derived from human colorectal carcinomas contain point mutations. A significant number of these mutations occur in or around amino acids 143, 175, 273, or 281. Experiments presented here demonstrate for the first time that p53 DNA clones containing any one of these mutations cooperate with the activated ras oncogene to transform primary rat embryo cells in culture. These transformed cells produce elevated levels of the human p53 protein, which has extended half-lives (1.5-7 h), as compared to the wild-type human p53 protein (20-30 min). The p53 mutant with an alteration at residue 175 (p53-175H) binds tightly to the cellular heat shock protein, hsc70. In contrast, the p53 mutants possessing mutations at either residue 273 or 281 (p53-273H/281G) do not bind detectably to this heat shock protein and generally are less efficient at forming transformed foci in culture. The transformed cell lines are tumorigenic in nude mice. Thus, two classes of p53 mutant proteins can be distinguished: p53-175H, which cooperates with ras efficiently and binds to hsc70, and p53-273H/281G, which has a reduced efficiency of transformed foci formation and does not bind hsc70. This demonstrates that complex formation between mutant p53 and hsc70 is not required for p53-mediated transformation, but rather it facilitates this function, perhaps by ensuring sequestration of the endogenous wild-type p53 protein. The positive effect on cell proliferation by these mutant p53 proteins is consistent with a role for activated p53 mutants in the genesis of colorectal carcinomas.",,0
"Personality Traits, Risk Perception, and Protective Behaviors of Arab Residents of Qatar During the COVID-19 Pandemic","During the 2020 COVID-19 pandemic, people in Qatar-similar to most countries globally-were instructed by health authorities to adopt protective behaviors to avoid infection. One of these behaviors is social distancing, which is influenced by diverse variables. Using data from an online survey with 405 responses, this study performed multiple regression analysis to explore effects of personality, risk perception, and personal hygiene practices on social distancing among residents of Qatar. The results showed that 87.3% of participants reported that they preferred to stay at home and not go outside unless necessary, 60.3% said that they maintain an adequate distance when communicating with others, 68.6% reported that they do not allow relatives and friends to visit them at home, 73.5% believed that COVID-19 is a dangerous disease, and 95.8% reported that they embrace personal hygiene practices and washing hands. Furthermore, multiple regression analysis showed that conscientiousness, neuroticism, risk perception, and personal hygiene practices predicted social distancing, with moderate effect sizes. Gender differences were also found in social distancing practices, indicating that women reported higher engagement in social distancing practices than men. These results highlighted the importance of individual differences in reacting to the COVID-19 pandemic and provide important information about the predictors of social distancing practices.",https://doi.org/10.1007/s11469-020-00352-7,0
Cellular senescence and the senescent secretory phenotype in age-related chronic diseases,"Purpose of review Possible mechanisms in cellular senescence and the senescence-associated secretory phenotype (SASP) that drive and promote chronic inflammation in multiple age-related chronic diseases are considered. Recent findings A series of studies about the SASP indicate that senescent cells may be involved in the development of chronic inflammatory diseases associated with aging. Summary Aging is a complex biological process accompanied by a state of chronic, low-grade, 'sterile' inflammation, which is a major contributor to the development of many age-related chronic disorders including atherosclerosis, osteoarthritis, Alzheimer's disease, type 2 diabetes, cancers, and others. It appears that cellular senescence plays a role in causing inflammation through the SASP. A better understanding of the contribution of senescent cells to the pathologies of chronic inflammatory disorders could have potentially profound diagnostic and therapeutic implications.",https://doi.org/10.1097/mco.0000000000000065,0
Infra-Red Thermography as a High-Throughput Tool for Field Phenotyping,"The improvements in crop production needed to meet the increasing food demand in the 21st Century will rely on improved crop management and better crop varieties. In the last decade our ability to use genetics and genomics in crop science has been revolutionised, but these advances have not been matched by our ability to phenotype crops. As rapid and effective phenotyping is the basis of any large genetic study, there is an urgent need to utilise the recent advances in crop scale imaging to develop robust high-throughput phenotyping. This review discusses the use and adaptation of infra-red thermography (IRT) on crops as a phenotyping resource for both biotic and abiotic stresses. In particular, it addresses the complications caused by external factors such as environmental fluctuations and the difficulties caused by mixed pixels in the interpretation of IRT data and their effects on sensitivity and reproducibility for the detection of different stresses. Further, it highlights the improvements needed in using this technique for quantification of genetic variation and its integration with multiple sensor technology for development as a high-throughput and precise phenotyping approach for future crop breeding.",https://doi.org/10.3390/agronomy4030397,0
Segmental repetition of neuronal phenotype sets in the chick embryo hindbrain,ABSTRACT The neurons within the segmented hindbrain of the early chick embryo have been mapped with the neuronal tracers HRP and fluorescent lysinated dextran. We have categorised neurons according to their axonal pathways and have then compared rhombomeres with respect to the number and class of neurons present. The results indicate that most rhombomeres are similar in that they contain the same set of basic neuronal types but differ in that particular neuronal types are more abundant in some rhombomeres than others. The data support the concept that the hindbrain develops according to ‘variations on a segmental theme’ rather than ‘each segment is unique’. Many of the cell types occupy distinct mediolateral domains that are probably established by both the differential migration of some neuronal classes and the spatial segregation of distinct precursors. The caudal rhombomeres 7 and 8 are exceptional in that they do not have the full set of basic neuronal types and also contain two additional medial cell types that are not present rostrally. The mechanisms that may generate the regional diversity apparent in the more mature hindbrain are discussed.,https://doi.org/10.1242/dev.118.1.151,0
"Two novel, severe asthma phenotypes identified during childhood using a clustering approach","Unsupervised cluster analysis has already been used to identify severe phenotypes of childhood asthma, but without taking into account inflammatory markers. The aim of this study was to define independent homogeneous phenotypic clusters of severe asthma in a cohort of asthmatic children. Cluster analysis was applied to 19 variables from 315 children enrolled in the Trousseau Asthma Program in Paris, France. Three independent clusters of asthma were identified. Cluster 1, asthma with severe exacerbations and multiple allergies: 103 children had more sensitisations to inhaled allergens and food allergens, more blood eosinophils and basophils, more uncontrolled asthma despite high doses of inhaled corticosteroid and more hospitalisations for exacerbation. Cluster 2, severe asthma with bronchial obstruction: 72 children were significantly older, had the highest body mass index, a lower forced expiratory volume in 1 s, more pronounced blood neutrophils and significantly higher levels of all classes of immunoglobulin (Ig), except IgE. Cluster 3, mild asthma: 140 children did not show statistically significant features. These results could lead to improved management of severe asthma in children by optimising treatment strategies, i.e. anti-allergic drugs, such as anti-IgE for children with the allergic phenotype, and anti-neutrophil drugs, such as macrolides for those with the obstructive phenotype.",https://doi.org/10.1183/09031936.00123411,0
Haemochromatosis in patients with β‐thalassaemia trait,"Severe iron overload has been reported in patients with the β‐thalassaemia trait. Studies performed before the discovery of the haemochromatosis gene ( HFE ) have yielded conflicting results: some suggest that iron overload might arise from the interaction of the β‐thalassaemia trait with heterozygosity for haemochromatosis, some with homozygosity for haemochromatosis and others that it was unrelated to haemochromatosis. We have studied the clinical phenotype, iron indices and HFE genotypes of 22 unrelated patients with the β‐thalassaemia trait and haemochromatosis, the inheritance of chromosome 6p and 1q haplotypes in families of non‐homozygous C282Y probands and serum measures of iron status in relatives heterozygous for C282Y with or without the β‐thalassaemia trait. We demonstrate that the β‐thalassaemia trait aggravates the clinical picture of C282Y homozygotes, favouring higher rates of iron accumulation and the development of severe iron‐related complications. We suggest that the coexistence of the β‐thalassaemia trait might also increase the risk of iron overload in patients with HFE genotypes at a mild risk of haemochromatosis. Our findings do not support the hypothesis that the association of the β‐thalassaemia trait with a single C282Y or H63D allele might lead to iron overload and suggest that other non‐ HFE ‐related inherited factors are present in haemochromatosis patients with incomplete HFE genotypes.",https://doi.org/10.1111/j.1365-2141.2000.02436.x,0
"Phenotype, development, and biological function of myeloid-derived suppressor cells","CD11b+Gr-1+ myeloid-derived suppressor cells (MDSCs) are an important population of innate regulatory cells mainly comprising monocytic MDSCs (M-MDSCs) with a phenotype of CD11b+Ly6G−Ly6Chigh and granulocytic MDSCs (G-MDSCs) with a phenotype of CD11b+Ly6G+Ly6Clow in mice. They play crucial roles in the pathogenesis of cancers, chronic infections, autoimmune diseases, and transplantation. Various extracellular factors such as lipopolysaccharide (LPS), macrophage colony-stimulating factor (M-CSF), granulocyte macrophage colony-stimulating factor (GM-CSF), stem cell factor (SCF), interleukin (IL)-6, interferon gamma (IFNγ), IL-1β, vascular endothelial growth factor (VEGF), Hsp72, IL-13, C5a, and prostaglandin E2 (PGE2) can induce MDSC differentiation, whereas IL-4 and all-trans-retinoic acid can inhibit this process. For the intracellular signals, signal transducer and activator of transcription (STAT) family members, C/EBPβ and cyclooxigenase-2 (COX-2) promote MDSC function, whereas interferon regulatory factor-8 (IRF-8) and Smad3 downregulate MDSC activity. The immunosuppressive function of MDSCs is mediated through various effector molecules, primarily cellular metabolism-related molecules such as nitric oxide (NO), arginase, reactive oxygen species (ROS), transforming growth factor β (TGFβ), IL-10, indoleamine 2,3-dioxygenase (IDO), heme oxygenase-1 (HO-1), carbon monoxide (CO), and PGE2. In this article, we will summarize the molecules involved in the induction and function of MDSCs as well as the regulatory pathways of MDSCs.",https://doi.org/10.1080/2162402x.2015.1004983,0
Individual Human Phenotypes in Metabolic Space and Time,"Differences between individual phenotypes are due both to differences in genotype and to exposure to different environmental factors. A fundamental contribution to the definition of the individual phenotype for clinical and therapeutic applications would come from a deeper understanding of the metabolic phenotype. The existence of unique individual metabolic phenotypes has been hypothesized, but the experimental evidence has been only recently collected. Analysis of individual phenotypes over the timescale of years shows that the metabolic phenotypes are largely invariant. The present work also supports the idea that the individual metabolic phenotype can also be considered a metagenomic entity that is strongly affected by both gut microbiome and host metabolic phenotype, the latter defined by both genetic and environmental contributions.",https://doi.org/10.1021/pr900344m,0
Molecular Portraits of Early Rheumatoid Arthritis Identify Clinical and Treatment Response Phenotypes,"Highlights•Deep phenotyping and RNA-seq of early rheumatoid arthritis individuals pre-treatment•Synovial plasma cell gene expression predicts future progressive joint damage on X-ray•Blood interferon gene signature associates with synovial B and plasma cell infiltration•Interactive website enables RNA-seq and clinical data to be fully exploredSummaryThere is a current imperative to unravel the hierarchy of molecular pathways that drive the transition of early to established disease in rheumatoid arthritis (RA). Herein, we report a comprehensive RNA sequencing analysis of the molecular pathways that drive early RA progression in the disease tissue (synovium), comparing matched peripheral blood RNA-seq in a large cohort of early treatment-naive patients, namely, the Pathobiology of Early Arthritis Cohort (PEAC). We developed a data exploration website (https://peac.hpc.qmul.ac.uk/) to dissect gene signatures across synovial and blood compartments, integrated with deep phenotypic profiling. We identified transcriptional subgroups in synovium linked to three distinct pathotypes: fibroblastic pauci-immune pathotype, macrophage-rich diffuse-myeloid pathotype, and a lympho-myeloid pathotype characterized by infiltration of lymphocytes and myeloid cells. This is suggestive of divergent pathogenic pathways or activation disease states. Pro-myeloid inflammatory synovial gene signatures correlated with clinical response to initial drug therapy, whereas plasma cell genes identified a poor prognosis subgroup with progressive structural damage.Graphical abstract",https://doi.org/10.1016/j.celrep.2019.07.091,0
Investigating genotype–phenotype relationships in Rett syndrome using an international data set,"Background: Rett syndrome is an uncommon neurodevelopmental disorder with an incidence of 1:9,000 live female births. The principal genetic cause was first reported in 1999 when the association with mutations in the methyl-CpG-binding protein 2 (or MECP2) gene was identified. This study uses data from a large international database, InterRett, to examine genotype–phenotype relationships and compares these with previous findings in a population-based cohort.",https://doi.org/10.1212/01.wnl.0000304752.50773.ec,0
A Genome-Wide Association Study of Schizophrenia Using Brain Activation as a Quantitative Phenotype,"Background: Genome-wide association studies (GWASs) are increasingly used to identify risk genes for complex illnesses including schizophrenia. These studies may require thousands of subjects to obtain sufficient power. We present an alternative strategy with increased statistical power over a case-control study that uses brain imaging as a quantitative trait (QT) in the context of a GWAS in schizophrenia. Methods: Sixty-four subjects with chronic schizophrenia and 74 matched controls were recruited from the Functional Biomedical Informatics Research Network (FBIRN) consortium. Subjects were genotyped using the Illumina HumanHap300 BeadArray and were scanned while performing a Sternberg Item Recognition Paradigm in which they learned and then recognized target sets of digits in an functional magnetic resonance imaging protocol. The QT was the mean blood oxygen level–dependent signal in the dorsolateral prefrontal cortex during the probe condition for a memory load of 3 items. Results: Three genes or chromosomal regions were identified by having 2 single-nucleotide polymorphisms (SNPs) each significant at P < 10−6 for the interaction between the imaging QT and the diagnosis (ROBO1-ROBO2, TNIK, and CTXN3-SLC12A2). Three other genes had a significant SNP at <10−6 (POU3F2, TRAF, and GPC1). Together, these 6 genes/regions identified pathways involved in neurodevelopment and response to stress. Conclusion: Combining imaging and genetic data from a GWAS identified genes related to forebrain development and stress response, already implicated in schizophrenic dysfunction, as affecting prefrontal efficiency. Although the identified genes require confirmation in an independent sample, our approach is a screening method over the whole genome to identify novel SNPs related to risk for schizophrenia.",https://doi.org/10.1093/schbul/sbn155,0
A review of approaches to identifying patient phenotype cohorts using electronic health records,"To summarize literature describing approaches aimed at automatically identifying patients with a common phenotype.We performed a review of studies describing systems or reporting techniques developed for identifying cohorts of patients with specific phenotypes. Every full text article published in (1) Journal of American Medical Informatics Association, (2) Journal of Biomedical Informatics, (3) Proceedings of the Annual American Medical Informatics Association Symposium, and (4) Proceedings of Clinical Research Informatics Conference within the past 3 years was assessed for inclusion in the review. Only articles using automated techniques were included.Ninety-seven articles met our inclusion criteria. Forty-six used natural language processing (NLP)-based techniques, 24 described rule-based systems, 41 used statistical analyses, data mining, or machine learning techniques, while 22 described hybrid systems. Nine articles described the architecture of large-scale systems developed for determining cohort eligibility of patients.We observe that there is a rise in the number of studies associated with cohort identification using electronic medical records. Statistical analyses or machine learning, followed by NLP techniques, are gaining popularity over the years in comparison with rule-based systems.There are a variety of approaches for classifying patients into a particular phenotype. Different techniques and data sources are used, and good performance is reported on datasets at respective institutions. However, no system makes comprehensive use of electronic medical records addressing all of their known weaknesses.",https://doi.org/10.1136/amiajnl-2013-001935,0
